TF	 Summit ID	Chromosome	Summit start	Summit end	TSS start	TSS strand	GeneID	Distance to TSS from summit center	Motif coincidence
PIF5	128	Chr1	6015268	6015269	6018757	+	AT1G17500	3488	PBE
PIF5	129	Chr1	6174545	6174546	6173221	-	AT1G17940	1323	G
PIF5	129	Chr1	6174545	6174546	6177617	+	AT1G17950	3071	G
PIF5	130	Chr1	6219444	6219445	6218339	-	AT1G18070	1104	PBE
PIF5	130	Chr1	6219444	6219445	6220648	+	AT1G18075	1203	PBE
PIF5	132	Chr1	6308565	6308566	6308012	-	AT1G18330	552	PBE
PIF5	133	Chr1	6331158	6331159	6331398	+	AT1G18400	239	G
PIF5	140	Chr1	6463593	6463594	6463922	+	AT1G18740	328	G+PBE
PIF5	141	Chr1	6497072	6497073	6496395	-	AT1G18835	676	G
PIF5	142	Chr1	6513590	6513591	6515429	+	AT1G18870	1838	G
PIF5	143	Chr1	6601798	6601799	6602126	+	AT1G19110	327	G
PIF5	144	Chr1	6621046	6621047	6622094	+	AT1G19180	1047	PBE
PIF5	145	Chr1	6627893	6627894	6627529	-	AT1G19210	363	G
PIF5	146	Chr1	6635078	6635079	6633086	-	AT1G19220	1991	G
PIF5	147	Chr1	6673660	6673661	6672652	-	AT1G19300	1007	PBE
PIF5	148	Chr1	6677704	6677705	6677672	-	AT1G19310	31	G+PBE
PIF5	148	Chr1	6677704	6677705	6679281	+	AT1G19320	1576	G+PBE
PIF5	149	Chr1	6737914	6737915	6734881	-	AT1G19450	3032	G
PIF5	149	Chr1	6737914	6737915	6738484	+	AT1G19460	569	G
PIF5	150	Chr1	6774542	6774543	6774527	-	AT1G19570	14	G
PIF5	150	Chr1	6774542	6774543	6774760	+	AT1G19580	217	G
PIF5	151	Chr1	6803162	6803163	6802684	-	AT1G19660	477	G
PIF5	153	Chr1	6862706	6862707	6860442	-	AT1G19835	2263	G
PIF5	156	Chr1	6899722	6899723	6898724	-	AT1G19870	997	G+PBE
PIF5	157	Chr1	7000339	7000340	6999816	-	AT1G20190	522	PBE
PIF5	158	Chr1	7040685	7040686	7040158	-	AT1G20330	526	G
PIF5	160	Chr1	7086658	7086659	7085771	-	AT1G20440	886	PBE
PIF5	161	Chr1	7090052	7090053	7089605	-	AT1G20450	446	G
PIF5	161	Chr1	7090052	7090053	7091361	+	AT1G20460	1308	G
PIF5	162	Chr1	7141507	7141508	7137780	-	AT1G20610	3726	G+PBE
PIF5	162	Chr1	7141507	7141508	7143067	+	AT1G20620	1559	G+PBE
PIF5	163	Chr1	7150560	7150561	7154410	+	AT1G20640	3849	PBE
PIF5	164	Chr1	7235428	7235429	7238800	+	AT1G20823	3371	PBE
PIF5	165	Chr1	7270457	7270458	7267322	-	AT1G20890	3134	G
PIF5	165	Chr1	7270457	7270458	7272556	+	AT1G20900	2098	G
PIF5	166	Chr1	7321312	7321313	7324588	+	AT1G20980	3275	PBE
PIF5	168	Chr1	7366134	7366135	7363333	-	AT1G21040	2800	G
PIF5	168	Chr1	7366134	7366135	7366775	+	AT1G21050	640	G
PIF5	170	Chr1	7369212	7369213	7371666	+	AT1G21060	2453	G
PIF5	177	Chr1	7664218	7664219	7662607	-	AT1G21830	1610	G
PIF5	177	Chr1	7664218	7664219	7665664	+	AT1G21835	1445	G
PIF5	178	Chr1	7664886	7664887	7662607	-	AT1G21830	2278	PBE
PIF5	178	Chr1	7664886	7664887	7665664	+	AT1G21835	777	PBE
PIF5	179	Chr1	7694406	7694407	7692437	-	AT1G21900	1968	PBE
PIF5	179	Chr1	7694406	7694407	7696536	+	AT1G21910	2129	PBE
PIF5	180	Chr1	7782452	7782453	7781498	-	AT1G22060	953	G
PIF5	180	Chr1	7782452	7782453	7785776	+	AT1G22065	3323	G
PIF5	182	Chr1	7832775	7832776	7830391	-	AT1G22180	2383	G
PIF5	182	Chr1	7832775	7832776	7835782	+	AT1G22190	3006	G
PIF5	183	Chr1	7834636	7834637	7830391	-	AT1G22180	4244	PBE
PIF5	183	Chr1	7834636	7834637	7835782	+	AT1G22190	1145	PBE
PIF5	188	Chr1	7931910	7931911	7930656	-	AT1G22460	1253	G
PIF5	190	Chr1	7990111	7990112	7989216	-	AT1G22600	894	PBE
PIF5	190	Chr1	7990111	7990112	7994291	+	AT1G22610	4179	PBE
PIF5	193	Chr1	8016798	8016799	8017397	+	AT1G22660	598	G
PIF5	198	Chr1	8141940	8141941	8143404	+	AT1G23000	1463	G
PIF5	199	Chr1	8153750	8153751	8153529	-	AT1G23020	220	G
PIF5	199	Chr1	8153750	8153751	8156646	+	AT1G23030	2895	G
PIF5	206	Chr1	8384896	8384897	8381964	-	AT1G23700	2931	G+PBE
PIF5	206	Chr1	8384896	8384897	8385251	+	AT1G23710	354	G+PBE
PIF5	207	Chr1	8430100	8430101	8429497	-	AT1G23860	602	G
PIF5	207	Chr1	8430100	8430101	8432179	+	AT1G23870	2078	G
PIF5	208	Chr1	8541910	8541911	8542446	+	AT1G24147	535	G
PIF5	209	Chr1	8559065	8559066	8558831	-	AT1G24170	233	G
PIF5	210	Chr1	8598626	8598627	8596104	-	AT1G24260	2521	G
PIF5	210	Chr1	8598626	8598627	8600465	+	AT1G24265	1838	G
PIF5	211	Chr1	8719410	8719411	8715308	-	AT1G24590	4101	G
PIF5	211	Chr1	8719410	8719411	8720309	+	AT1G24600	898	G
PIF5	213	Chr1	8842326	8842327	8842316	-	AT1G25230	9	PBE
PIF5	213	Chr1	8842326	8842327	8845231	+	AT1G25240	2904	PBE
PIF5	214	Chr1	8860562	8860563	8860671	+	AT1G25275	108	G
PIF5	219	Chr1	8938186	8938187	8935459	-	AT1G25440	2726	PBE
PIF5	222	Chr1	8983776	8983777	8983040	-	AT1G25560	735	PBE
PIF5	224	Chr1	9044306	9044307	9043287	-	AT1G26150	1018	G
PIF5	225	Chr1	9061609	9061610	9061085	-	AT1G26190	523	PBE
PIF5	226	Chr1	9069429	9069430	9069237	-	AT1G26208	191	PBE
PIF5	229	Chr1	9459260	9459261	9458025	-	AT1G27210	1234	G
PIF5	232	Chr1	9650760	9650761	9649072	-	AT1G27730	1687	PBE
PIF5	232	Chr1	9650760	9650761	9654688	+	AT1G27740	3927	PBE
PIF5	233	Chr1	9740028	9740029	9738128	-	AT1G27940	1899	PBE
PIF5	233	Chr1	9740028	9740029	9740704	+	AT1G27950	675	PBE
PIF5	235	Chr1	9825144	9825145	9825286	+	AT1G28130	141	PBE
PIF5	237	Chr1	9846050	9846051	9845001	-	AT1G28180	1048	G
PIF5	241	Chr1	9917861	9917862	9913836	-	AT1G28310	4024	PBE
PIF5	242	Chr1	9936225	9936226	9935270	-	AT1G28330	954	G
PIF5	242	Chr1	9936225	9936226	9937001	+	AT1G28335	775	G
PIF5	246	Chr1	10014199	10014200	10014072	-	AT1G28480	126	PBE
PIF5	246	Chr1	10014199	10014200	10015919	+	AT1G28490	1719	PBE
PIF5	248	Chr1	10243047	10243048	10244966	+	AT1G29290	1918	PBE
PIF5	250	Chr1	10289644	10289645	10289620	-	AT1G29395	23	G
PIF5	251	Chr1	10302144	10302145	10301950	-	AT1G29420	193	PBE
PIF5	252	Chr1	10303394	10303395	10303334	-	AT1G29430	59	PBE
PIF5	253	Chr1	10305460	10305461	10305107	-	AT1G29440	352	PBE
PIF5	254	Chr1	10306666	10306667	10306498	-	AT1G29450	167	PBE
PIF5	255	Chr1	10308279	10308280	10308142	-	AT1G29460	136	PBE
PIF5	255	Chr1	10308279	10308280	10308574	+	AT1G29465	294	PBE
PIF5	256	Chr1	10321053	10321054	10321210	+	AT1G29500	156	PBE
PIF5	260	Chr1	10451997	10451998	10454482	+	AT1G29860	2484	G
PIF5	262	Chr1	10621293	10621294	10625029	+	AT1G30200	3735	PBE
PIF5	264	Chr1	10693150	10693151	10690837	-	AT1G30330	2312	PBE
PIF5	264	Chr1	10693150	10693151	10696999	+	AT1G30340	3848	PBE
PIF5	265	Chr1	10695804	10695805	10690837	-	AT1G30330	4966	PBE
PIF5	265	Chr1	10695804	10695805	10696999	+	AT1G30340	1194	PBE
PIF5	267	Chr1	10757846	10757847	10759475	+	AT1G30440	1628	G+PBE
PIF5	270	Chr1	10887485	10887486	10887607	+	AT1G30690	121	G
PIF5	271	Chr1	10900040	10900041	10900854	+	AT1G30730	813	PBE
PIF5	274	Chr1	10958719	10958720	10960941	+	AT1G30825	2221	PBE
PIF5	275	Chr1	11116932	11116933	11116194	-	AT1G31130	737	PBE
PIF5	275	Chr1	11116932	11116933	11117993	+	AT1G31140	1060	PBE
PIF5	281	Chr1	11837660	11837661	11840910	+	AT1G32730	3249	PBE
PIF5	282	Chr1	11927843	11927844	11928807	+	AT1G32920	963	PBE
PIF5	284	Chr1	11978699	11978700	11978520	-	AT1G33060	178	G
PIF5	284	Chr1	11978699	11978700	11982889	+	AT1G33070	4189	G
PIF5	286	Chr1	12054817	12054818	12054545	-	AT1G33240	271	G+PBE
PIF5	287	Chr1	12177711	12177712	12176058	-	AT1G33580	1652	PBE
PIF5	287	Chr1	12177711	12177712	12177777	+	AT1G33590	65	PBE
PIF5	289	Chr1	12188845	12188846	12187422	-	AT1G33607	1422	PBE
PIF5	289	Chr1	12188845	12188846	12188910	+	AT1G33610	64	PBE
PIF5	291	Chr1	12984717	12984718	12984582	-	AT1G35350	134	PBE
PIF5	293	Chr1	13458171	13458172	13456330	-	AT1G36060	1840	G
PIF5	295	Chr1	14000050	14000051	13997729	-	AT1G36936	2320	G+PBE
PIF5	295	Chr1	14000050	14000051	14003866	+	AT1G36940	3815	G+PBE
PIF5	298	Chr1	15880445	15880446	15878183	-	AT1G42420	2261	G
PIF5	300	Chr1	17062474	17062475	17065252	+	AT1G45130	2777	PBE
PIF5	301	Chr1	17631930	17631931	17630269	-	AT1G47860	1660	PBE
PIF5	301	Chr1	17631930	17631931	17634757	+	AT1G47870	2826	PBE
PIF5	304	Chr1	17863516	17863517	17863837	+	AT1G48330	320	G
PIF5	306	Chr1	18323344	18323345	18322283	-	AT1G49500	1060	G+PBE
PIF5	306	Chr1	18323344	18323345	18326870	+	AT1G49510	3525	G+PBE
PIF5	307	Chr1	18406363	18406364	18405680	-	AT1G49730	682	PBE
PIF5	307	Chr1	18406363	18406364	18407518	+	AT1G49740	1154	PBE
PIF5	308	Chr1	18433014	18433015	18430318	-	AT1G49780	2695	G
PIF5	309	Chr1	18521799	18521800	18521694	-	AT1G50020	104	PBE
PIF5	312	Chr1	18690747	18690748	18690370	-	AT1G50450	376	G
PIF5	312	Chr1	18690747	18690748	18693684	+	AT1G50460	2936	G
PIF5	313	Chr1	18942642	18942643	18941703	-	AT1G51130	938	G+PBE
PIF5	315	Chr1	19212204	19212205	19211416	-	AT1G51790	787	PBE
PIF5	315	Chr1	19212204	19212205	19214148	+	AT1G51800	1943	PBE
PIF5	316	Chr1	19432947	19432948	19430276	-	AT1G52185	2670	G
PIF5	316	Chr1	19432947	19432948	19434509	+	AT1G52190	1561	G
PIF5	317	Chr1	19582639	19582640	19580685	-	AT1G52565	1953	PBE
PIF5	318	Chr1	19673755	19673756	19673643	-	AT1G52830	111	PBE
PIF5	318	Chr1	19673755	19673756	19674540	+	AT1G52840	784	PBE
PIF5	319	Chr1	19684008	19684009	19683497	-	AT1G52855	510	G
PIF5	320	Chr1	19699390	19699391	19698481	-	AT1G52890	908	G
PIF5	321	Chr1	19782504	19782505	19783352	+	AT1G53090	847	G
PIF5	322	Chr1	19805142	19805143	19806419	+	AT1G53160	1276	PBE
PIF5	324	Chr1	19976104	19976105	19974392	-	AT1G53510	1711	PBE
PIF5	325	Chr1	20165554	20165555	20163747	-	AT1G54020	1806	PBE
PIF5	325	Chr1	20165554	20165555	20167629	+	AT1G54030	2074	PBE
PIF5	326	Chr1	20177083	20177084	20173948	-	AT1G54040	3134	PBE
PIF5	327	Chr1	20199148	20199149	20199129	-	AT1G54100	18	G+PBE
PIF5	327	Chr1	20199148	20199149	20199418	+	AT1G54110	269	G+PBE
PIF5	328	Chr1	20204264	20204265	20207020	+	AT1G54120	2755	G
PIF5	329	Chr1	20239711	20239712	20241226	+	AT1G54210	1514	G
PIF5	330	Chr1	20523407	20523408	20525708	+	AT1G55020	2300	G
PIF5	332	Chr1	20818177	20818178	20821601	+	AT1G55700	3423	G
PIF5	334	Chr1	21043146	21043147	21043348	+	AT1G56220	201	G
PIF5	335	Chr1	21205354	21205355	21204741	-	AT1G56590	612	G
PIF5	335	Chr1	21205354	21205355	21207537	+	AT1G56600	2182	G
PIF5	340	Chr1	22057417	22057418	22057051	-	AT1G59910	365	G
PIF5	341	Chr1	22096577	22096578	22096576	-	AT1G60010	0	PBE
PIF5	342	Chr1	22100034	22100035	22096576	-	AT1G60010	3457	PBE
PIF5	343	Chr1	22184714	22184715	22183142	-	AT1G60150	1571	G
PIF5	344	Chr1	22198212	22198213	22196684	-	AT1G60180	1527	G
PIF5	344	Chr1	22198212	22198213	22198403	+	AT1G60190	190	G
PIF5	345	Chr1	22319382	22319383	22316969	-	AT1G60590	2412	PBE
PIF5	347	Chr1	22760413	22760414	22756299	-	AT1G61660	4113	G
PIF5	349	Chr1	22822776	22822777	22824440	+	AT1G61800	1663	PBE
PIF5	354	Chr1	23105215	23105216	23104646	-	AT1G62420	568	G+PBE
PIF5	355	Chr1	23126601	23126602	23128705	+	AT1G62480	2103	G
PIF5	357	Chr1	23395446	23395447	23392850	-	AT1G63090	2595	G
PIF5	359	Chr1	23638020	23638021	23637528	-	AT1G63720	491	G
PIF5	359	Chr1	23638020	23638021	23641770	+	AT1G63730	3749	G
PIF5	362	Chr1	23787324	23787325	23786799	-	AT1G64080	524	G
PIF5	362	Chr1	23787324	23787325	23789062	+	AT1G64090	1737	G
PIF5	367	Chr1	24023240	24023241	24023195	-	AT1G64640	44	PBE
PIF5	368	Chr1	24028689	24028690	24026420	-	AT1G64650	2268	G+PBE
PIF5	368	Chr1	24028689	24028690	24028918	+	AT1G64660	228	G+PBE
PIF5	370	Chr1	24136345	24136346	24136108	-	AT1G64970	236	PBE
PIF5	371	Chr1	24139370	24139371	24139275	-	AT1G64980	94	G+PBE
PIF5	376	Chr1	24538328	24538329	24538886	+	AT1G65930	557	PBE
PIF5	379	Chr1	24744030	24744031	24748195	+	AT1G66350	4164	PBE
PIF5	380	Chr1	24812759	24812760	24812649	-	AT1G66500	109	G
PIF5	380	Chr1	24812759	24812760	24812837	+	AT1G66510	77	G
PIF5	381	Chr1	24831405	24831406	24833579	+	AT1G66560	2173	G
PIF5	382	Chr1	24847844	24847845	24848320	+	AT1G66600	475	PBE
PIF5	383	Chr1	24955689	24955690	24957558	+	AT1G66890	1868	G
PIF5	384	Chr1	24968627	24968628	24967521	-	AT1G66920	1105	PBE
PIF5	384	Chr1	24968627	24968628	24970523	+	AT1G66930	1895	PBE
PIF5	386	Chr1	25025956	25025957	25022541	-	AT1G67040	3414	PBE
PIF5	387	Chr1	25029939	25029940	25029787	-	AT1G67050	151	PBE
PIF5	390	Chr1	25178191	25178192	25176201	-	AT1G67265	1989	PBE
PIF5	392	Chr1	25335172	25335173	25334646	-	AT1G67590	525	G
PIF5	393	Chr1	25455854	25455855	25455734	-	AT1G67880	119	G
PIF5	393	Chr1	25455854	25455855	25457179	+	AT1G67890	1324	G
PIF5	396	Chr1	25473277	25473278	25472439	-	AT1G67910	837	PBE
PIF5	396	Chr1	25473277	25473278	25473544	+	AT1G67920	266	PBE
PIF5	397	Chr1	25496687	25496688	25497290	+	AT1G68020	602	G+PBE
PIF5	398	Chr1	25559112	25559113	25559246	+	AT1G68190	133	G
PIF5	400	Chr1	25730794	25730795	25727700	-	AT1G68550	3093	G+PBE
PIF5	401	Chr1	25741092	25741093	25738001	-	AT1G68560	3090	G
PIF5	402	Chr1	25745570	25745571	25746736	+	AT1G68570	1165	PBE
PIF5	403	Chr1	25765715	25765716	25765947	+	AT1G68620	231	G
PIF5	404	Chr1	25781217	25781218	25779160	-	AT1G68660	2056	G
PIF5	404	Chr1	25781217	25781218	25782029	+	AT1G68670	811	G
PIF5	405	Chr1	25849714	25849715	25848539	-	AT1G68800	1174	G
PIF5	406	Chr1	25876794	25876795	25875549	-	AT1G68830	1244	PBE
PIF5	406	Chr1	25876794	25876795	25880323	+	AT1G68840	3528	PBE
PIF5	408	Chr1	25879031	25879032	25875549	-	AT1G68830	3481	PBE
PIF5	408	Chr1	25879031	25879032	25880323	+	AT1G68840	1291	PBE
PIF5	410	Chr1	25941552	25941553	25941675	+	AT1G69010	122	G
PIF5	411	Chr1	25952064	25952065	25949261	-	AT1G69030	2802	G+PBE
PIF5	412	Chr1	25997641	25997642	25995211	-	AT1G69150	2429	G
PIF5	412	Chr1	25997641	25997642	26000214	+	AT1G69160	2572	G
PIF5	413	Chr1	26037856	26037857	26039048	+	AT1G69260	1191	G
PIF5	414	Chr1	26043084	26043085	26042701	-	AT1G69270	382	PBE
PIF5	415	Chr1	26090982	26090983	26093196	+	AT1G69420	2213	G
PIF5	418	Chr1	26164431	26164432	26163495	-	AT1G69570	935	G+PBE
PIF5	420	Chr1	26211784	26211785	26216224	+	AT1G69690	4439	PBE
PIF5	424	Chr1	26337385	26337386	26335557	-	AT1G69920	1827	G+PBE
PIF5	427	Chr1	26469674	26469675	26468705	-	AT1G70280	968	G
PIF5	428	Chr1	26477455	26477456	26474785	-	AT1G70290	2669	G
PIF5	429	Chr1	26483457	26483458	26481629	-	AT1G70300	1827	G
PIF5	430	Chr1	26484973	26484974	26481629	-	AT1G70300	3343	G
PIF5	432	Chr1	26541585	26541586	26540761	-	AT1G70420	823	G
PIF5	432	Chr1	26541585	26541586	26545414	+	AT1G70430	3828	G
PIF5	435	Chr1	26602010	26602011	26604855	+	AT1G70560	2844	G
PIF5	439	Chr1	26678631	26678632	26675989	-	AT1G70740	2641	G
PIF5	441	Chr1	26694610	26694611	26691276	-	AT1G70770	3333	G
PIF5	442	Chr1	26697398	26697399	26696391	-	AT1G70782	1006	G
PIF5	442	Chr1	26697398	26697399	26700412	+	AT1G70790	3013	G
PIF5	448	Chr1	26938137	26938138	26938525	+	AT1G71520	387	G
PIF5	449	Chr1	26963290	26963291	26964249	+	AT1G71695	958	G
PIF5	450	Chr1	27160153	27160154	27162820	+	AT1G72180	2666	G+PBE
PIF5	452	Chr1	27191379	27191380	27192845	+	AT1G72250	1465	PBE
PIF5	453	Chr1	27277044	27277045	27276316	-	AT1G72450	727	G
PIF5	453	Chr1	27277044	27277045	27279510	+	AT1G72460	2465	G
PIF5	454	Chr1	27278286	27278287	27276316	-	AT1G72450	1969	PBE
PIF5	454	Chr1	27278286	27278287	27279510	+	AT1G72460	1223	PBE
PIF5	455	Chr1	27282895	27282896	27283693	+	AT1G72470	797	G
PIF5	456	Chr1	27292703	27292704	27291041	-	AT1G72490	1661	G
PIF5	458	Chr1	27340581	27340582	27341079	+	AT1G72620	497	PBE
PIF5	460	Chr1	27402259	27402260	27400416	-	AT1G72810	1842	G
PIF5	460	Chr1	27402259	27402260	27402878	+	AT1G72820	618	G
PIF5	461	Chr1	27484296	27484297	27484513	+	AT1G73080	216	G
PIF5	462	Chr1	27498101	27498102	27497949	-	AT1G73120	151	G+PBE
PIF5	462	Chr1	27498101	27498102	27499035	+	AT1G73130	933	G+PBE
PIF5	463	Chr1	27532993	27532994	27530951	-	AT1G73210	2041	G
PIF5	464	Chr1	27627939	27627940	27628939	+	AT1G73480	999	G
PIF5	465	Chr1	27647212	27647213	27646697	-	AT1G73540	514	G
PIF5	466	Chr1	27699066	27699067	27697210	-	AT1G73660	1855	G
PIF5	466	Chr1	27699066	27699067	27700050	+	AT1G73670	983	G
PIF5	467	Chr1	27699788	27699789	27697210	-	AT1G73660	2577	G
PIF5	467	Chr1	27699788	27699789	27700050	+	AT1G73670	261	G
PIF5	474	Chr1	27859578	27859579	27861116	+	AT1G74088	1537	G
PIF5	476	Chr1	28052207	28052208	28048126	-	AT1G74660	4080	PBE
PIF5	476	Chr1	28052207	28052208	28053286	+	AT1G74670	1078	PBE
PIF5	477	Chr1	28065058	28065059	28064624	-	AT1G74690	433	G
PIF5	477	Chr1	28065058	28065059	28065266	+	AT1G74700	207	G
PIF5	479	Chr1	28213753	28213754	28213799	+	AT1G75170	45	G
PIF5	483	Chr1	28239717	28239718	28241072	+	AT1G75240	1354	PBE
PIF5	484	Chr1	28290324	28290325	28291698	+	AT1G75388	1373	G+PBE
PIF5	486	Chr1	28318961	28318962	28318374	-	AT1G75450	586	G
PIF5	487	Chr1	28326976	28326977	28327886	+	AT1G75460	909	G
PIF5	488	Chr1	28335168	28335169	28334743	-	AT1G75480	424	G
PIF5	488	Chr1	28335168	28335169	28335502	+	AT1G75490	333	G
PIF5	492	Chr1	28467624	28467625	28466970	-	AT1G75820	653	G
PIF5	492	Chr1	28467624	28467625	28472357	+	AT1G75830	4732	G
PIF5	493	Chr1	28549687	28549688	28549418	-	AT1G76080	268	PBE
PIF5	494	Chr1	28553105	28553106	28551780	-	AT1G76090	1324	G+PBE
PIF5	496	Chr1	28581258	28581259	28581132	-	AT1G76160	125	PBE
PIF5	497	Chr1	28586475	28586476	28586224	-	AT1G76170	250	PBE
PIF5	498	Chr1	28603965	28603966	28603928	-	AT1G76240	36	G
PIF5	502	Chr1	28701661	28701662	28705527	+	AT1G76500	3865	G
PIF5	503	Chr1	28745831	28745832	28746888	+	AT1G76600	1056	G
PIF5	504	Chr1	28753263	28753264	28756521	+	AT1G76620	3257	G
PIF5	506	Chr1	29006297	29006298	29005090	-	AT1G77200	1206	PBE
PIF5	507	Chr1	29038300	29038301	29035881	-	AT1G77280	2418	G+PBE
PIF5	507	Chr1	29038300	29038301	29038375	+	AT1G77290	74	G+PBE
PIF5	508	Chr1	29098838	29098839	29099954	+	AT1G77450	1115	G+PBE
PIF5	509	Chr1	29176451	29176452	29178737	+	AT1G77640	2285	PBE
PIF5	512	Chr1	29345620	29345621	29345838	+	AT1G78040	217	PBE
PIF5	513	Chr1	29359362	29359363	29364249	+	AT1G78080	4886	PBE
PIF5	514	Chr1	29361086	29361087	29364249	+	AT1G78080	3162	G+PBE
PIF5	516	Chr1	29404448	29404449	29403945	-	AT1G78140	502	G+PBE
PIF5	516	Chr1	29404448	29404449	29404648	+	AT1G78150	199	G+PBE
PIF5	519	Chr1	29444268	29444269	29444009	-	AT1G78250	258	G
PIF5	519	Chr1	29444268	29444269	29446985	+	AT1G78260	2716	G
PIF5	520	Chr1	29461348	29461349	29459399	-	AT1G78290	1948	PBE
PIF5	520	Chr1	29461348	29461349	29461671	+	AT1G78300	322	PBE
PIF5	521	Chr1	29466052	29466053	29465052	-	AT1G78310	999	PBE
PIF5	523	Chr1	29496743	29496744	29492874	-	AT1G78390	3868	PBE
PIF5	524	Chr1	29501937	29501938	29499681	-	AT1G78400	2255	PBE
PIF5	524	Chr1	29501937	29501938	29502582	+	AT1G78410	644	PBE
PIF5	525	Chr1	29516226	29516227	29513050	-	AT1G78440	3175	G
PIF5	527	Chr1	29598968	29598969	29599349	+	AT1G78700	380	G
PIF5	529	Chr1	29644375	29644376	29643430	-	AT1G78850	944	PBE
PIF5	531	Chr1	29756907	29756908	29759157	+	AT1G79110	2249	PBE
PIF5	536	Chr1	29857229	29857230	29855820	-	AT1G79360	1408	G
PIF5	536	Chr1	29857229	29857230	29857934	+	AT1G79370	704	G
PIF5	537	Chr1	29869934	29869935	29869632	-	AT1G79410	301	G+PBE
PIF5	537	Chr1	29869934	29869935	29871458	+	AT1G79420	1523	G+PBE
PIF5	538	Chr1	29919663	29919664	29919233	-	AT1G79530	429	G
PIF5	539	Chr1	29945240	29945241	29943601	-	AT1G79580	1638	G
PIF5	539	Chr1	29945240	29945241	29946237	+	AT1G79590	996	G
PIF5	541	Chr1	30138650	30138651	30139101	+	AT1G80120	450	PBE
PIF5	542	Chr1	30142861	30142862	30142645	-	AT1G80130	215	PBE
PIF5	543	Chr1	30173637	30173638	30172838	-	AT1G80240	798	G
PIF5	544	Chr1	30187662	30187663	30186585	-	AT1G80280	1076	G+PBE
PIF5	544	Chr1	30187662	30187663	30188321	+	AT1G80290	658	G+PBE
PIF5	545	Chr1	30190327	30190328	30191856	+	AT1G80300	1528	G
PIF5	546	Chr1	30224150	30224151	30222701	-	AT1G80390	1448	G+PBE
PIF5	546	Chr1	30224150	30224151	30225176	+	AT1G80400	1025	G+PBE
PIF5	547	Chr1	30238545	30238546	30238534	-	AT1G80420	10	G
PIF5	547	Chr1	30238545	30238546	30241607	+	AT1G80440	3061	G
PIF5	551	Chr1	30383561	30383562	30383691	+	AT1G80840	129	PBE
PIF5	552	Chr1	30391084	30391085	30392133	+	AT1G80870	1048	PBE
PIF5	557	Chr2	97761	97762	96654	-	AT2G01140	1106	PBE
PIF5	557	Chr2	97761	97762	100649	+	AT2G01150	2887	PBE
PIF5	558	Chr2	100569	100570	96654	-	AT2G01140	3914	G
PIF5	558	Chr2	100569	100570	100649	+	AT2G01150	79	G
PIF5	559	Chr2	162646	162647	160900	-	AT2G01330	1745	PBE
PIF5	559	Chr2	162646	162647	163954	+	AT2G01340	1307	PBE
PIF5	560	Chr2	163905	163906	160900	-	AT2G01330	3004	PBE
PIF5	560	Chr2	163905	163906	163954	+	AT2G01340	48	PBE
PIF5	564	Chr2	259091	259092	257549	-	AT2G01570	1541	G
PIF5	565	Chr2	261964	261965	257549	-	AT2G01570	4414	G
PIF5	567	Chr2	299359	299360	298100	-	AT2G01670	1258	G
PIF5	568	Chr2	304490	304491	306385	+	AT2G01680	1894	PBE
PIF5	570	Chr2	521850	521851	521706	-	AT2G02080	143	PBE
PIF5	570	Chr2	521850	521851	523284	+	AT2G02090	1433	PBE
PIF5	572	Chr2	560718	560719	558797	-	AT2G02170	1920	G+PBE
PIF5	572	Chr2	560718	560719	560864	+	AT2G02180	145	G+PBE
PIF5	574	Chr2	834802	834803	832454	-	AT2G02860	2347	G
PIF5	574	Chr2	834802	834803	837812	+	AT2G02870	3009	G
PIF5	575	Chr2	835862	835863	832454	-	AT2G02860	3407	G+PBE
PIF5	575	Chr2	835862	835863	837812	+	AT2G02870	1949	G+PBE
PIF5	576	Chr2	937339	937340	937420	+	AT2G03120	80	G+PBE
PIF5	577	Chr2	1076756	1076757	1077036	+	AT2G03550	279	PBE
PIF5	578	Chr2	1124290	1124291	1123460	-	AT2G03700	829	G
PIF5	578	Chr2	1124290	1124291	1129268	+	AT2G03710	4977	G
PIF5	580	Chr2	1467456	1467457	1462936	-	AT2G04240	4519	PBE
PIF5	586	Chr2	2289624	2289625	2289306	-	AT2G05940	317	PBE
PIF5	590	Chr2	4145116	4145117	4142472	-	AT2G10606	2643	PBE
PIF5	591	Chr2	4312131	4312132	4312102	-	AT2G10940	28	G+PBE
PIF5	593	Chr2	6018116	6018117	6018558	+	AT2G14210	441	G
PIF5	595	Chr2	6403498	6403499	6404175	+	AT2G14900	676	PBE
PIF5	600	Chr2	7258939	7258940	7256579	-	AT2G16720	2359	G
PIF5	601	Chr2	7301077	7301078	7301581	+	AT2G16850	503	PBE
PIF5	603	Chr2	7831361	7831362	7833902	+	AT2G18010	2540	PBE
PIF5	605	Chr2	7864206	7864207	7864314	+	AT2G18090	107	G+PBE
PIF5	607	Chr2	7910374	7910375	7909922	-	AT2G18170	451	G
PIF5	608	Chr2	7919438	7919439	7919276	-	AT2G18193	161	G
PIF5	609	Chr2	7955216	7955217	7954738	-	AT2G18300	477	PBE
PIF5	611	Chr2	8053368	8053369	8051212	-	AT2G18550	2155	G+PBE
PIF5	612	Chr2	8107859	8107860	8109043	+	AT2G18700	1183	G+PBE
PIF5	614	Chr2	8139581	8139582	8138117	-	AT2G18780	1463	G
PIF5	614	Chr2	8139581	8139582	8139881	+	AT2G18790	299	G
